STATE,COUNTY,B19013_001E_2018,B01001_001E_2018,B25058_001E_2018,B19013_001E_2019,B01001_001E_2019,B25058_001E_2019,B19013_001E_2021,B01001_001E_2021,B25058_001E_2021,B19013_001E_2022,B01001_001E_2022,B25058_001E_2022
21,111,55851,770517,705,59049,766757,754,60561.0,777874.0,801.0,64619.0,773399.0,872.0
21,117,64441,166051,726,68849,166998,687,70171.0,169495.0,772.0,77099.0,170313.0,839.0
21,145,47764,65346,584,45084,65418,551,64082.0,67454.0,644.0,60935.0,67490.0,651.0
21,151,52047,92368,607,49421,92987,561,52425.0,94666.0,635.0,60685.0,95187.0,696.0
21,185,102033,66470,677,97968,66799,781,110041.0,68685.0,696.0,115187.0,69431.0,758.0
21,227,53601,131264,645,52645,132896,643,59752.0,137212.0,661.0,59784.0,139843.0,782.0
22,005,79495,124672,690,85425,126604,878,72662.0,128369.0,901.0,79515.0,130458.0,915.0
22,015,55922,127185,697,49962,127039,805,59041.0,129144.0,873.0,62421.0,129276.0,878.0
22,017,39077,242922,630,45537,240204,640,44022.0,233092.0,676.0,46967.0,229025.0,701.0
22,019,49113,203112,684,51246,203436,748,58020.0,205282.0,826.0,62197.0,202418.0,837.0
22,033,52947,440956,777,56451,440059,778,51432.0,453301.0,838.0,61387.0,450544.0,925.0
22,045,42994,70941,513,50991,69830,548,49447.0,68975.0,551.0,43513.0,68327.0,569.0
22,051,50766,434051,827,56069,432493,827,56282.0,433688.0,910.0,61397.0,425884.0,948.0
22,055,60071,242782,731,60567,244390,722,59093.0,244205.0,738.0,56496.0,247866.0,817.0
22,057,50296,98115,625,51339,97614,684,59637.0,97504.0,647.0,58593.0,95870.0,562.0
22,063,64067,139567,864,62187,140789,814,75682.0,145830.0,922.0,73126.0,148425.0,781.0
22,071,38423,391006,817,45615,390144,851,46942.0,376971.0,883.0,52322.0,369749.0,948.0
22,073,44059,154475,598,41137,153279,569,47400.0,158768.0,590.0,45840.0,157702.0,685.0
22,079,49175,130562,625,50490,129648,661,45183.0,128654.0,626.0,58161.0,127189.0,637.0
22,097,32867,82764,429,38681,82124,463,38599.0,82071.0,472.0,41976.0,81773.0,549.0
22,103,65392,258111,901,69076,260419,948,66582.0,269388.0,989.0,76269.0,273263.0,1014.0
22,105,48205,133777,684,47825,134758,697,52872.0,135217.0,725.0,55391.0,137048.0,678.0
22,109,52820,111021,705,48446,110461,699,63100.0,108708.0,731.0,57299.0,104786.0,772.0
23,001,49697,107679,713,63813,108277,734,62958.0,111034.0,812.0,63438.0,113023.0,868.0
23,003,38233,67111,477,38768,67055,495,52849.0,66859.0,593.0,51395.0,67255.0,589.0
23,005,72452,293557,1036,76059,295003,1086,80982.0,305231.0,1202.0,89345.0,307451.0,1326.0
23,011,51653,122083,655,55389,122302,680,60528.0,124486.0,808.0,62943.0,125540.0,853.0
23,019,47217,151096,695,50449,152148,735,56250.0,152765.0,819.0,61134.0,153704.0,863.0
23,031,66614,206229,887,66648,207641,914,73875.0,214591.0,1024.0,81928.0,216732.0,995.0
24,001,42068,70975,509,48867,70416,530,48888.0,67729.0,561.0,46913.0,67267.0,545.0
24,003,97814,576031,1481,101147,579234,1601,107823.0,590336.0,1650.0,113125.0,593286.0,1681.0
24,005,76182,828431,1115,77358,827370,1165,80453.0,849316.0,1209.0,86526.0,846161.0,1311.0
24,009,107884,92003,1301,112380,92525,1203,122266.0,93928.0,1254.0,120097.0,94573.0,1535.0
24,013,97430,168429,893,103014,168447,912,102476.0,173873.0,1136.0,104942.0,175305.0,1090.0
24,015,74452,102826,948,76441,102855,1010,75692.0,103905.0,1011.0,86292.0,104942.0,1169.0
24,017,94368,161503,1498,103932,163257,1484,105493.0,168698.0,1609.0,115880.0,170102.0,1628.0
24,021,95850,255648,1261,103516,259547,1306,104780.0,279835.0,1382.0,119122.0,287079.0,1541.0
24,025,88603,253956,1077,92331,255441,1132,96328.0,262977.0,1237.0,100915.0,263867.0,1310.0
24,027,116984,323196,1470,121618,325690,1599,133267.0,334529.0,1659.0,133438.0,335411.0,1797.0
24,031,108188,1052567,1625,110389,1050688,1679,112854.0,1054827.0,1723.0,118323.0,1052521.0,1744.0
24,033,83034,909308,1348,86290,909327,1370,90182.0,955306.0,1450.0,94441.0,946971.0,1501.0
24,037,92250,112664,1162,87947,113510,1170,108397.0,114468.0,1280.0,113717.0,114877.0,1385.0
24,043,63126,150926,770,59140,151049,789,65367.0,154937.0,820.0,69244.0,155590.0,824.0
24,045,57249,103195,840,54402,103609,853,63333.0,103980.0,908.0,72198.0,104664.0,1052.0
24,510,51000,602495,877,50177,593490,923,54652.0,576498.0,990.0,55198.0,569931.0,1043.0
25,001,68902,213413,1112,85042,212990,1131,83537.0,232411.0,1340.0,91438.0,232457.0,1440.0
25,003,60476,126348,737,58895,124944,741,60749.0,128657.0,794.0,74176.0,127859.0,825.0
25,005,66205,564022,767,70402,565217,808,73102.0,580164.0,879.0,81551.0,580068.0,945.0
25,009,76604,790638,1115,83810,789034,1186,87433.0,807074.0,1311.0,92413.0,806765.0,1498.0
25,011,59248,70963,754,60018,70180,847,69771.0,71015.0,903.0,70306.0,70894.0,848.0
25,013,52372,470406,763,60161,466372,811,61747.0,462718.0,856.0,63866.0,461041.0,856.0
25,015,76966,161355,956,74778,160830,974,77495.0,161572.0,1155.0,82078.0,162588.0,1175.0
25,017,100517,1614714,1536,107056,1611699,1629,112764.0,1614742.0,1754.0,118800.0,1617105.0,1835.0
25,021,100356,705388,1425,107361,706775,1560,115357.0,724505.0,1712.0,115969.0,725531.0,1841.0
25,023,90484,518132,1141,90880,521202,1142,100082.0,533003.0,1293.0,103173.0,533069.0,1434.0
25,025,69985,807252,1525,77558,803907,1616,78155.0,771245.0,1679.0,85358.0,766381.0,1784.0
25,027,71853,830839,922,78345,830622,943,84952.0,862029.0,1053.0,86258.0,862927.0,1118.0
26,005,61353,117327,719,66278,118081,703,74371.0,120950.0,851.0,75901.0,121210.0,802.0
26,017,50606,103923,575,49610,103126,583,56911.0,102985.0,573.0,55134.0,102821.0,638.0
26,021,51262,154141,580,50153,153401,626,57535.0,153101.0,665.0,61333.0,152900.0,707.0
26,025,47204,134487,593,49055,134159,631,55192.0,133819.0,645.0,59522.0,133289.0,703.0
26,037,69522,79332,699,69651,79595,717,76534.0,79426.0,799.0,78702.0,79748.0,803.0
26,045,67195,109826,757,65409,110268,727,70133.0,108944.0,832.0,71013.0,108992.0,860.0
26,049,48127,406892,593,50389,405813,613,52025.0,404208.0,641.0,57003.0,401983.0,677.0
26,055,66163,92573,851,65266,93088,894,65651.0,95860.0,1020.0,74344.0,96464.0,1122.0
26,065,52691,292735,739,54395,292406,749,57226.0,284034.0,787.0,59823.0,284108.0,812.0
26,073,46198,70562,644,45201,69872,590,,,,,,
26,075,51031,158823,634,55124,158510,641,58254.0,160050.0,690.0,59059.0,160066.0,748.0
26,077,55416,264870,698,56441,265066,719,62128.0,261108.0,781.0,69584.0,261173.0,944.0
26,081,61537,653786,781,66532,656955,847,72021.0,658046.0,922.0,77028.0,659083.0,1071.0
26,087,65561,88028,627,66263,87607,662,71479.0,88513.0,697.0,71551.0,88780.0,808.0
26,091,55378,98266,673,53865,98451,628,61257.0,98956.0,736.0,67267.0,98567.0,695.0
26,093,82884,191224,928,86512,191995,877,91344.0,195014.0,1085.0,100139.0,196161.0,1057.0
26,099,62107,874759,792,64947,873972,846,67527.0,876792.0,889.0,73830.0,874195.0,941.0
26,103,54779,66516,640,55148,66699,691,55301.0,66103.0,770.0,61474.0,66661.0,753.0
26,111,56091,83209,589,69872,83156,672,67707.0,83457.0,741.0,78487.0,83674.0,845.0
26,115,61916,150439,707,62839,150500,686,65512.0,155274.0,769.0,69563.0,155609.0,872.0
26,121,50080,173588,607,50366,173566,625,55462.0,176511.0,722.0,58074.0,176565.0,807.0
26,125,80193,1259201,903,81190,1257584,963,86523.0,1270017.0,1039.0,90594.0,1269431.0,1111.0
26,139,69952,290494,771,68817,291830,847,79116.0,299157.0,911.0,85652.0,300873.0,1010.0
26,145,48990,190800,576,48303,190539,569,50606.0,189591.0,617.0,53646.0,188330.0,662.0
26,147,56441,159337,637,59837,159128,674,60992.0,160053.0,719.0,63510.0,160151.0,822.0
26,155,54456,68192,607,55249,68122,591,51959.0,67877.0,568.0,61564.0,68022.0,642.0
26,159,59295,75448,538,60549,75677,560,59081.0,75658.0,555.0,60182.0,75692.0,678.0
26,161,71860,370963,992,76576,367601,1022,76918.0,369390.0,1098.0,79665.0,366376.0,1185.0
26,163,46390,1753893,689,50753,1749343,719,52605.0,1774816.0,779.0,55867.0,1757043.0,816.0
27,003,82492,353813,1031,83353,356921,1027,88410.0,367018.0,1141.0,92133.0,368864.0,1268.0
27,013,58616,67427,767,61133,67653,769,69858.0,69280.0,865.0,68104.0,69631.0,822.0
27,019,100324,103551,1092,101434,105089,1125,102694.0,108626.0,1210.0,116158.0,110034.0,1222.0
27,037,86302,425423,1070,88864,429021,1134,93786.0,442038.0,1218.0,97501.0,443341.0,1326.0
27,053,76052,1259428,1046,82369,1265843,1096,84244.0,1267416.0,1224.0,89399.0,1260121.0,1255.0
27,109,75327,156277,853,80096,158293,910,83070.0,163436.0,1019.0,86976.0,164020.0,1085.0
27,123,62919,550210,895,68871,550321,971,70518.0,543257.0,1051.0,75113.0,536413.0,1158.0
27,131,65839,66523,770,72469,66972,752,67267.0,67262.0,878.0,76319.0,67693.0,805.0
27,137,53550,199754,708,60434,199070,709,64959.0,199182.0,835.0,62704.0,199532.0,844.0
27,139,100963,147381,1047,108761,149013,1082,106987.0,153268.0,1184.0,113311.0,154520.0,1386.0
27,141,80643,96036,894,96210,97238,1053,90638.0,99074.0,1011.0,96889.0,100824.0,1109.0
27,145,60669,159256,741,66558,161075,784,65742.0,158947.0,761.0,71880.0,160405.0,897.0
27,163,95124,259201,1149,100596,262440,1270,104935.0,272256.0,1320.0,106509.0,275912.0,1468.0
27,171,88359,136349,845,91707,138377,1006,99964.0,144845.0,944.0,93602.0,148003.0,1080.0
28,033,68385,182001,832,66078,184945,877,70490.0,188633.0,1020.0,79747.0,191723.0,1166.0
28,035,38837,75036,596,39063,74897,643,46226.0,77875.0,683.0,53464.0,78110.0,661.0
28,047,45042,206650,677,50119,208080,714,55702.0,209396.0,759.0,56041.0,211044.0,847.0
28,049,45459,237085,671,44964,231840,684,40658.0,222679.0,717.0,46672.0,217730.0,770.0
28,059,50546,143277,657,52476,143617,750,57383.0,143987.0,754.0,60966.0,144975.0,816.0
28,067,49393,68461,521,37594,68098,501,40116.0,66744.0,503.0,59815.0,66569.0,536.0
28,075,37971,75317,564,37497,74125,566,41174.0,72088.0,616.0,49904.0,70904.0,656.0
28,081,53062,85202,649,49715,85436,632,59274.0,82883.0,662.0,57229.0,82959.0,728.0
28,089,75992,105630,818,68171,106272,729,75678.0,109813.0,848.0,76446.0,111113.0,919.0
28,121,66480,153902,868,67012,155271,813,71241.0,158096.0,824.0,72034.0,158979.0,982.0
29,019,54356,180005,697,57013,180463,722,62296.0,185840.0,785.0,62561.0,187690.0,786.0
29,021,55020,88571,557,46922,87364,547,50113.0,83853.0,636.0,56386.0,82911.0,621.0
29,031,49844,78753,590,57908,78871,632,61330.0,82113.0,664.0,64679.0,82899.0,641.0
29,037,71114,104954,742,72819,105780,788,79554.0,109638.0,850.0,76601.0,110394.0,872.0
29,043,56717,86983,591,62765,88595,642,71343.0,91499.0,696.0,73047.0,93114.0,682.0
29,047,68269,246365,771,70253,249948,821,74728.0,255518.0,852.0,77612.0,257033.0,960.0
29,051,63568,76796,482,61371,76745,582,63326.0,77205.0,556.0,70669.0,76969.0,659.0
29,071,58209,103670,533,60953,103967,591,68410.0,105231.0,624.0,62694.0,105879.0,626.0
29,077,43771,291923,611,43752,293086,619,53127.0,300865.0,671.0,55098.0,303293.0,752.0
29,095,55929,700307,709,57936,703011,727,63459.0,716862.0,832.0,62422.0,716531.0,892.0
29,097,46617,120636,560,45010,121328,552,52221.0,123155.0,670.0,53486.0,124075.0,638.0
29,099,65246,224347,651,69009,225081,717,67955.0,227771.0,684.0,78568.0,229336.0,693.0
29,165,80468,102985,854,81712,104418,901,85157.0,108569.0,884.0,92386.0,110534.0,1036.0
29,183,81663,399182,858,89146,402022,890,91601.0,409981.0,976.0,98831.0,413803.0,1092.0
29,187,46796,66692,513,42390,67215,579,47682.0,67541.0,577.0,46775.0,66969.0,588.0
29,189,66778,996945,774,70022,994205,792,72378.0,997187.0,844.0,79440.0,990414.0,951.0
29,510,43889,302838,645,47176,300576,655,49965.0,293310.0,683.0,52847.0,286578.0,744.0
30,013,49948,81643,707,51227,81366,696,57706.0,84511.0,697.0,58698.0,84864.0,736.0
30,029,53193,102106,840,62588,103806,798,66126.0,108454.0,798.0,65680.0,111814.0,1038.0
30,031,68266,111876,1023,75418,114434,1102,80763.0,122713.0,1186.0,83064.0,124857.0,1468.0
30,049,65241,68700,726,67616,69432,766,66686.0,72223.0,801.0,72250.0,73832.0,948.0
30,063,56598,118791,776,57347,119600,828,66803.0,119533.0,912.0,68305.0,121041.0,977.0
30,111,60079,160137,787,61186,161300,779,69882.0,167146.0,846.0,79283.0,169852.0,939.0
31,055,64390,566880,775,67133,571327,807,69290.0,585008.0,864.0,74250.0,586327.0,938.0
31,109,57650,317272,724,61175,319090,753,64980.0,324514.0,790.0,66289.0,324756.0,875.0
31,153,77941,184459,869,83720,187196,918,87979.0,193418.0,984.0,98603.0,196553.0,1083.0
32,003,57076,2231647,975,62107,2266715,1045,63677.0,2292476.0,1170.0,70797.0,2322985.0,1327.0
32,031,63310,465735,993,71881,471519,1095,76220.0,493392.0,1233.0,80125.0,496745.0,1361.0
33,005,59186,76493,793,66088,76085,843,67344.0,77329.0,946.0,77757.0,77350.0,956.0
33,009,66358,89786,950,60588,89886,920,80866.0,92201.0,1021.0,82045.0,91126.0,1071.0
33,011,78978,415247,1010,83626,417025,1125,91627.0,424079.0,1234.0,96921.0,426594.0,1318.0
33,013,75088,151132,914,76218,151391,924,80918.0,155238.0,1041.0,84690.0,156020.0,1126.0
33,015,95160,309176,1091,91249,309769,1195,104664.0,316947.0,1315.0,107442.0,319424.0,1440.0
33,017,71528,130090,935,71765,130633,978,95733.0,132416.0,1207.0,83119.0,132275.0,1318.0
34,001,61212,265429,916,63389,263670,964,66388.0,274966.0,1036.0,77248.0,275638.0,1108.0
34,003,100361,936692,1358,108827,932202,1475,105171.0,953819.0,1499.0,114336.0,952997.0,1644.0
34,005,84889,445384,1186,88797,445349,1245,94397.0,464269.0,1312.0,100478.0,466103.0,1356.0
34,007,67523,507078,937,73672,506471,967,78347.0,523771.0,1056.0,81768.0,524907.0,1105.0
34,009,67007,92560,949,69980,92039,1041,78657.0,95661.0,874.0,84870.0,95634.0,1185.0
34,011,52795,150972,848,54587,149527,926,58389.0,153627.0,926.0,60755.0,151356.0,930.0
34,013,63368,799767,1056,64626,798975,1115,66198.0,854917.0,1160.0,74994.0,849477.0,1209.0
34,015,81849,291408,1075,89447,291636,1094,94412.0,304477.0,1108.0,98301.0,306601.0,1192.0
34,017,74414,676061,1290,78808,672391,1340,80329.0,702463.0,1529.0,83056.0,703366.0,1619.0
34,019,111269,124714,1185,116155,124371,1326,121982.0,129924.0,1385.0,142518.0,129777.0,1483.0
34,021,80632,369811,1136,79492,367430,1082,87662.0,385898.0,1188.0,95668.0,380688.0,1282.0
34,023,88217,829685,1347,93418,825062,1401,99427.0,860807.0,1503.0,102400.0,861418.0,1549.0
34,025,99642,621354,1261,102870,618795,1303,108000.0,645354.0,1501.0,118194.0,644098.0,1472.0
34,027,112288,494228,1456,116283,491845,1443,122962.0,510981.0,1640.0,131795.0,511151.0,1623.0
34,029,68551,601651,1243,76093,607186,1264,75719.0,648998.0,1367.0,81101.0,655735.0,1418.0
34,031,75259,503310,1132,77040,501826,1166,75430.0,518117.0,1231.0,79955.0,513936.0,1310.0
34,033,65733,62607,885,68531,62385,806,69886.0,65046.0,915.0,77898.0,65117.0,1035.0
34,035,121378,331164,1478,111587,328934,1479,124764.0,345647.0,1620.0,135577.0,346875.0,1689.0
34,037,92818,140799,1227,101130,140488,1151,99904.0,145543.0,1226.0,113640.0,146084.0,1359.0
34,039,82186,558067,1166,80339,556341,1216,86764.0,572114.0,1300.0,98028.0,569815.0,1434.0
34,041,77452,105779,985,84479,105267,1081,81159.0,110731.0,1073.0,98867.0,110926.0,1225.0
35,001,51208,678701,764,56115,679121,812,59640.0,674393.0,836.0,65075.0,672508.0,914.0
35,005,43941,64689,586,42003,64615,604,,,,,,
35,013,35262,217522,568,43038,218195,656,45178.0,221508.0,642.0,51967.0,223337.0,684.0
35,025,50871,69611,737,68457,71070,903,50725.0,73004.0,904.0,58150.0,72452.0,759.0
35,031,34080,72290,520,37153,71367,475,41643.0,71780.0,674.0,45636.0,69830.0,588.0
35,035,42591,66781,735,39371,67490,605,51214.0,68537.0,672.0,54093.0,68823.0,674.0
35,043,54338,145179,865,71997,146748,998,72151.0,151369.0,967.0,83639.0,153501.0,1156.0
35,045,44841,125043,707,44321,123958,651,47819.0,120993.0,706.0,50264.0,120418.0,647.0
35,049,60193,150056,928,61298,150358,891,67341.0,155201.0,975.0,72544.0,155664.0,1146.0
35,061,46493,76456,603,60601,76688,745,48188.0,77190.0,702.0,48638.0,78080.0,690.0
36,001,64435,307117,879,69953,305506,929,75232.0,313743.0,985.0,77049.0,315811.0,1035.0
36,005,38467,1432132,1088,41432,1418207,1122,43011.0,1424948.0,1174.0,45517.0,1379946.0,1203.0
36,007,51125,191659,656,52010,190488,676,55591.0,197240.0,718.0,60616.0,197117.0,743.0
36,009,48179,76840,518,50912,76117,558,55153.0,76426.0,541.0,50508.0,76439.0,564.0
36,011,52376,77145,639,58665,76576,656,63511.0,75880.0,695.0,64031.0,74998.0,723.0
36,013,45479,127939,541,50272,126903,533,46661.0,126807.0,559.0,55457.0,126027.0,609.0
36,015,53005,84254,655,60782,83456,641,60219.0,83045.0,712.0,55845.0,81426.0,764.0
36,019,56704,80695,713,60198,80485,689,60285.0,79596.0,763.0,66152.0,78753.0,774.0
36,027,80227,293718,1042,85901,294218,1131,88051.0,297112.0,1207.0,90889.0,297545.0,1301.0
36,029,56369,919719,712,60652,918702,752,63035.0,950683.0,804.0,70044.0,950312.0,872.0
36,045,53146,111755,824,53917,109834,880,60398.0,116295.0,889.0,56423.0,116637.0,1046.0
36,047,61220,2582830,1331,66937,2559903,1389,67567.0,2641052.0,1525.0,73951.0,2590516.0,1578.0
36,051,61609,63227,647,59173,62914,634,,,,,,
36,053,59678,70795,623,62918,70941,733,67495.0,67658.0,670.0,69986.0,67097.0,763.0
36,055,60222,742474,803,62103,741770,818,65957.0,755160.0,888.0,67923.0,752035.0,951.0
36,059,116304,1358343,1686,118453,1356924,1685,125696.0,1390907.0,1852.0,136984.0,1383726.0,1846.0
36,061,85066,1628701,1673,93651,1628706,1679,84435.0,1576876.0,1789.0,95866.0,1596273.0,1929.0
36,063,55306,210433,578,56304,209281,589,61340.0,211653.0,660.0,63441.0,210880.0,681.0
36,065,54593,229577,622,57391,228671,634,60215.0,230274.0,682.0,64316.0,228846.0,731.0
36,067,59883,461809,763,61577,460528,777,65541.0,473236.0,832.0,70968.0,468249.0,863.0
36,069,62522,109864,780,66568,109777,766,77972.0,112508.0,894.0,76424.0,112707.0,838.0
36,071,75825,381951,1098,84458,384940,1154,90405.0,404525.0,1232.0,89037.0,405941.0,1351.0
36,075,54264,117898,630,58459,117124,656,59423.0,117387.0,719.0,58984.0,118287.0,678.0
36,079,102525,98892,1229,106204,98320,1599,106871.0,97936.0,1532.0,111102.0,98045.0,1681.0
36,081,69320,2278906,1482,73696,2253858,1558,73262.0,2331143.0,1630.0,80557.0,2278029.0,1683.0
36,083,71648,159442,844,71574,158714,894,75676.0,160232.0,881.0,83109.0,159853.0,938.0
36,085,82166,476179,1153,89821,476143,1170,86054.0,493494.0,1306.0,93164.0,491133.0,1516.0
36,087,89812,325695,1307,100916,325789,1338,99087.0,339227.0,1580.0,100397.0,339022.0,1550.0
36,089,49681,108047,585,52108,107740,591,55775.0,108051.0,640.0,59683.0,107733.0,659.0
36,091,83765,230163,993,89932,229863,1064,86804.0,237359.0,1066.0,93301.0,238797.0,1096.0
36,093,64847,155350,804,65773,155299,839,75284.0,158089.0,875.0,74765.0,160093.0,915.0
36,101,55569,95796,537,52951,95379,589,57378.0,92948.0,673.0,60204.0,92599.0,710.0
36,103,100468,1481093,1618,106228,1476601,1677,113683.0,1526344.0,1847.0,119838.0,1525465.0,1986.0
36,105,52274,75498,786,60137,75432,699,54276.0,79806.0,840.0,63777.0,79658.0,811.0
36,109,57276,102793,1073,58626,102180,1159,66441.0,105162.0,1203.0,74034.0,104777.0,1074.0
36,111,63889,178599,997,64087,177573,923,78938.0,182951.0,1089.0,80372.0,182319.0,1187.0
36,113,56482,64265,767,64985,63944,789,73028.0,65618.0,863.0,69865.0,65599.0,886.0
36,117,61515,90064,606,61730,89918,656,64993.0,90923.0,652.0,71079.0,91125.0,719.0
36,119,94811,967612,1368,101908,967506,1476,110705.0,997895.0,1604.0,108144.0,990427.0,1629.0
37,001,49979,166436,655,58490,169509,643,58400.0,173877.0,745.0,59919.0,176353.0,801.0
37,019,60496,136744,898,63668,142820,866,65374.0,144215.0,983.0,72820.0,153064.0,1074.0
37,021,53980,259103,873,54970,261191,924,64532.0,271534.0,1041.0,68019.0,273589.0,1097.0
37,023,43663,90382,499,47361,90485,510,55529.0,87611.0,555.0,62267.0,87881.0,545.0
37,025,69679,211342,720,72333,216453,824,79672.0,231278.0,973.0,78857.0,235797.0,1074.0
37,027,42257,82029,488,48737,82178,505,41210.0,80463.0,465.0,51592.0,80492.0,468.0
37,031,54833,69524,670,60186,69473,659,62907.0,68541.0,755.0,66799.0,69380.0,843.0
37,035,53454,158652,566,52436,159551,554,59603.0,161723.0,694.0,62981.0,163462.0,695.0
37,037,74959,73139,747,66857,74470,610,84555.0,77889.0,540.0,77906.0,79864.0,832.0
37,045,40690,97645,475,44987,97947,501,47150.0,100359.0,583.0,51470.0,100670.0,650.0
37,049,50509,102912,733,52832,102139,777,57359.0,100674.0,792.0,63964.0,100874.0,852.0
37,051,46716,332330,719,46292,335509,732,52372.0,335508.0,842.0,58110.0,336699.0,907.0
37,057,45320,166614,494,53473,167609,546,52205.0,170637.0,575.0,63741.0,172586.0,596.0
37,063,58073,316739,902,65317,321488,976,71403.0,326126.0,1068.0,80089.0,332680.0,1247.0
37,067,49166,379099,652,52017,382295,677,59879.0,385523.0,746.0,62319.0,389157.0,864.0
37,069,60598,67560,685,57099,69685,633,64064.0,71703.0,748.0,73182.0,74539.0,681.0
37,071,52741,222846,672,56595,224529,632,54734.0,230856.0,787.0,65615.0,234215.0,898.0
37,081,51803,533670,715,55328,537174,752,60734.0,542410.0,820.0,63475.0,546101.0,911.0
37,085,51022,134214,664,55753,135976,664,62478.0,135966.0,770.0,65778.0,138832.0,709.0
37,089,53706,116748,606,62131,117417,670,59669.0,116829.0,862.0,63552.0,118106.0,877.0
37,097,59341,178435,680,68660,181806,809,69410.0,191968.0,875.0,71943.0,195897.0,919.0
37,101,60132,202675,646,60951,209339,575,69394.0,226504.0,680.0,81725.0,234778.0,832.0
37,109,63782,83770,540,71514,86111,599,74201.0,89670.0,666.0,79003.0,93095.0,764.0
37,119,63967,1093901,999,69072,1110356,1051,74890.0,1122276.0,1181.0,80365.0,1145392.0,1346.0
37,125,58531,98682,712,62469,100880,821,67160.0,102763.0,770.0,85382.0,105531.0,1157.0
37,127,51601,94016,509,50656,94298,555,56560.0,95176.0,604.0,54175.0,95789.0,660.0
37,129,52239,232274,904,56382,234473,966,66097.0,229018.0,1037.0,70485.0,234921.0,1178.0
37,133,50639,197683,839,49544,197938,765,55534.0,206160.0,872.0,62460.0,207298.0,933.0
37,135,72563,146027,940,74299,148476,913,80294.0,148884.0,1103.0,89291.0,150477.0,1277.0
37,147,42481,179914,536,53401,180742,618,44450.0,172169.0,670.0,57049.0,173542.0,741.0
37,151,47653,143351,524,49742,143667,545,57367.0,145172.0,623.0,55671.0,146043.0,620.0
37,155,35037,131831,439,35035,130625,449,37008.0,116328.0,499.0,38610.0,116663.0,527.0
37,157,40688,90690,463,43230,91010,502,42901.0,91266.0,535.0,51310.0,91957.0,546.0
37,159,46035,141262,613,51927,142088,656,56408.0,148150.0,696.0,61311.0,149645.0,780.0
37,161,43111,66826,529,44361,67029,481,,,,,,
37,171,48398,71948,457,49250,71783,444,51950.0,71152.0,548.0,44485.0,71403.0,499.0
37,179,80337,235908,832,85985,239859,836,86606.0,243648.0,921.0,94168.0,249070.0,1317.0
37,183,79970,1092305,1010,84215,1111761,1062,91299.0,1150204.0,1172.0,96806.0,1175021.0,1328.0
37,191,40791,123248,561,44596,123131,631,47595.0,116835.0,612.0,55588.0,117286.0,720.0
37,193,43466,68557,440,43290,68412,522,43933.0,65806.0,515.0,45508.0,65784.0,501.0
37,195,42769,81455,506,38830,81801,435,47201.0,78369.0,617.0,50267.0,78449.0,641.0
38,015,71172,95273,760,72494,95626,805,68424.0,98933.0,783.0,81893.0,99280.0,818.0
38,017,62418,181516,763,62218,181923,757,66009.0,186562.0,736.0,66747.0,192734.0,824.0
38,035,52853,70770,779,56622,69451,733,65184.0,72705.0,888.0,61972.0,72413.0,780.0
38,101,65719,67744,861,71415,67641,747,71061.0,69071.0,887.0,73787.0,68870.0,820.0
39,003,49063,102663,538,60429,102351,513,51497.0,101670.0,600.0,59880.0,101115.0,683.0
39,007,46349,97493,534,44580,97241,533,46771.0,97337.0,605.0,51737.0,97014.0,630.0
39,009,36944,65818,595,41851,65327,724,,,,,,
39,013,50250,67505,477,49780,67006,494,50993.0,65849.0,461.0,56422.0,65509.0,566.0
39,017,60589,382378,715,68584,383134,723,72820.0,390234.0,799.0,74581.0,388420.0,785.0
39,023,49875,134585,562,50128,134083,562,59431.0,135633.0,570.0,56132.0,134831.0,629.0
39,025,64526,205466,709,67744,206428,700,69489.0,209642.0,766.0,78010.0,210805.0,895.0
39,029,43745,102665,480,53542,101883,485,49265.0,101310.0,504.0,53095.0,100511.0,529.0
39,035,49910,1243857,678,52423,1235072,697,55132.0,1249387.0,757.0,60736.0,1236041.0,818.0
39,041,99881,204826,917,107854,209177,916,117224.0,220740.0,1096.0,119030.0,226296.0,1181.0
39,043,49751,74615,600,60653,74266,609,58403.0,74852.0,670.0,69296.0,74501.0,675.0
39,045,67144,155782,718,71469,157574,671,81226.0,161064.0,796.0,82486.0,162898.0,806.0
39,049,60373,1310300,802,64713,1316756,837,65988.0,1321414.0,926.0,69681.0,1321820.0,1012.0
39,055,82784,94031,740,77391,93649,695,91305.0,95565.0,867.0,102350.0,95469.0,834.0
39,057,67680,167995,698,67394,168937,723,79271.0,168412.0,793.0,82602.0,168456.0,866.0
39,061,57189,816684,675,60198,817473,704,64065.0,826139.0,766.0,66878.0,825037.0,823.0
39,063,60788,75930,577,60944,75783,601,64024.0,74656.0,642.0,71377.0,74861.0,739.0
39,081,40308,65767,458,47445,65325,489,,,,,,
39,085,65835,230514,773,64076,230149,763,74273.0,232023.0,829.0,75615.0,231842.0,902.0
39,089,67784,175769,639,66013,176862,704,73325.0,180401.0,742.0,76654.0,181359.0,745.0
39,093,58613,309461,623,58686,309833,602,62448.0,315595.0,706.0,66330.0,316268.0,698.0
39,095,47360,429899,588,49448,428348,606,52687.0,429191.0,638.0,57736.0,426643.0,698.0
39,099,47962,229642,529,47170,228683,555,49520.0,226762.0,545.0,54473.0,225636.0,622.0
39,101,43008,65256,540,50608,65093,575,48919.0,65291.0,600.0,56707.0,64642.0,621.0
