State,Place,Name,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent
Alabama,Birmingham city,"Birmingham city, Alabama",2005,222154,,2411.0,27020,432.0
Alabama,Hoover city,"Hoover city, Alabama",2005,74473,,0.0,71405,684.0
Alabama,Huntsville city,"Huntsville city, Alabama",2005,158618,,858.0,44000,463.0
Alabama,Mobile city,"Mobile city, Alabama",2005,193332,,1021.0,31107,434.0
Alabama,Montgomery city,"Montgomery city, Alabama",2005,193042,,1128.0,40582,463.0
Alabama,Tuscaloosa city,"Tuscaloosa city, Alabama",2005,68006,,595.0,24257,455.0
Alaska,Anchorage municipality,"Anchorage municipality, Alaska",2005,266281,5638.0,7600.0,61217,810.0
Arizona,Avondale city,"Avondale city, Arizona",2005,61666,,484.0,53085,741.0
Arizona,Chandler city,"Chandler city, Arizona",2005,225725,4335.0,937.0,62010,765.0
Arizona,Gilbert town,"Gilbert town, Arizona",2005,178539,,203.0,76171,914.0
Arizona,Glendale city,"Glendale city, Arizona",2005,229913,,1569.0,46713,608.0
Arizona,Mesa city,"Mesa city, Arizona",2005,442445,7322.0,3133.0,44861,630.0
Arizona,Peoria city,"Peoria city, Arizona",2005,141941,,548.0,60417,913.0
Arizona,Phoenix city,"Phoenix city, Arizona",2005,1377980,23176.0,12996.0,42353,617.0
Arizona,Scottsdale city,"Scottsdale city, Arizona",2005,215933,,376.0,60057,819.0
Arizona,Surprise city,"Surprise city, Arizona",2005,91411,,263.0,53958,870.0
Arizona,Tempe city,"Tempe city, Arizona",2005,166171,,1179.0,45644,683.0
Arizona,Tucson city,"Tucson city, Arizona",2005,507362,8362.0,5983.0,34241,525.0
Arizona,Yuma city,"Yuma city, Arizona",2005,91433,,643.0,37572,555.0
Arkansas,Fayetteville city,"Fayetteville city, Arkansas",2005,58839,,428.0,37001,481.0
Arkansas,Fort Smith city,"Fort Smith city, Arkansas",2005,81054,,474.0,32271,379.0
Arkansas,Little Rock city,"Little Rock city, Arkansas",2005,176924,,928.0,39882,535.0
California,Alameda city,"Alameda city, California",2005,77058,,926.0,65758,998.0
California,Alhambra city,"Alhambra city, California",2005,76309,,519.0,47340,898.0
California,Anaheim city,"Anaheim city, California",2005,329483,3002.0,3320.0,52158,995.0
California,Antioch city,"Antioch city, California",2005,103339,,1826.0,65882,1063.0
California,Apple Valley town,"Apple Valley town, California",2005,65229,,903.0,51119,741.0
California,Arden-Arcade CDP,"Arden-Arcade CDP, California",2005,94284,,2126.0,46167,740.0
California,Bakersfield city,"Bakersfield city, California",2005,286316,3209.0,4424.0,45174,628.0
California,Baldwin Park city,"Baldwin Park city, California",2005,84812,,535.0,42432,866.0
California,Bellflower city,"Bellflower city, California",2005,78198,,1192.0,41507,858.0
California,Berkeley city,"Berkeley city, California",2005,90432,,674.0,48123,970.0
California,Buena Park city,"Buena Park city, California",2005,76062,,430.0,58057,1025.0
California,Burbank city,"Burbank city, California",2005,100053,,1038.0,51516,896.0
California,Carlsbad city,"Carlsbad city, California",2005,92998,,324.0,78037,1342.0
California,Carson city,"Carson city, California",2005,92156,,1012.0,61654,819.0
California,Chico city,"Chico city, California",2005,71298,,1158.0,32436,704.0
California,Chino Hills city,"Chino Hills city, California",2005,80897,,220.0,93133,1387.0
California,Chino city,"Chino city, California",2005,69732,,765.0,68705,1038.0
California,Chula Vista city,"Chula Vista city, California",2005,212954,,2382.0,55610,959.0
California,Citrus Heights city,"Citrus Heights city, California",2005,81824,,998.0,49636,821.0
California,Clovis city,"Clovis city, California",2005,80529,,356.0,56863,695.0
California,Compton city,"Compton city, California",2005,97833,,3145.0,39009,652.0
California,Concord city,"Concord city, California",2005,116782,,777.0,60458,973.0
California,Corona city,"Corona city, California",2005,162410,,834.0,68049,966.0
California,Costa Mesa city,"Costa Mesa city, California",2005,105333,,1654.0,53361,1236.0
California,Daly City city,"Daly City city, California",2005,93513,,406.0,59199,1172.0
California,Downey city,"Downey city, California",2005,111391,,630.0,42191,900.0
California,East Los Angeles CDP,"East Los Angeles CDP, California",2005,130766,,1408.0,31915,684.0
California,El Cajon city,"El Cajon city, California",2005,92507,,1549.0,47050,836.0
California,El Monte city,"El Monte city, California",2005,108913,,2313.0,36630,834.0
California,Elk Grove city,"Elk Grove city, California",2005,127371,,510.0,82784,1044.0
California,Escondido city,"Escondido city, California",2005,133017,,1530.0,51857,941.0
California,Fairfield city,"Fairfield city, California",2005,102642,,1124.0,60680,1010.0
California,Florence-Graham CDP,"Florence-Graham CDP, California",2005,66788,,1304.0,30248,673.0
California,Folsom city,"Folsom city, California",2005,61408,,434.0,78317,1002.0
California,Fontana city,"Fontana city, California",2005,158235,,1433.0,58481,862.0
California,Fremont city,"Fremont city, California",2005,210387,,1334.0,81582,1196.0
California,Fresno city,"Fresno city, California",2005,477251,6790.0,12977.0,37800,631.0
California,Fullerton city,"Fullerton city, California",2005,142064,,964.0,58228,1026.0
California,Garden Grove city,"Garden Grove city, California",2005,192345,,2106.0,52229,1087.0
California,Glendale city,"Glendale city, California",2005,194620,,2284.0,49750,954.0
California,Hawthorne city,"Hawthorne city, California",2005,100754,,1392.0,41629,798.0
California,Hayward city,"Hayward city, California",2005,135474,1070.0,1232.0,55649,1000.0
California,Hemet city,"Hemet city, California",2005,77076,,1150.0,32060,790.0
California,Hesperia city,"Hesperia city, California",2005,79714,,1209.0,50298,742.0
California,Huntington Beach city,"Huntington Beach city, California",2005,189451,,406.0,72141,1266.0
California,Indio city,"Indio city, California",2005,65091,,765.0,38878,652.0
California,Inglewood city,"Inglewood city, California",2005,120204,,2206.0,34962,803.0
California,Irvine city,"Irvine city, California",2005,172182,,1265.0,82827,1476.0
California,Lake Forest city,"Lake Forest city, California",2005,69305,,386.0,84081,1299.0
California,Lakewood city,"Lakewood city, California",2005,88253,,600.0,66186,1108.0
California,Lancaster city,"Lancaster city, California",2005,135225,,4182.0,44277,772.0
California,Livermore city,"Livermore city, California",2005,87054,,474.0,96632,1177.0
California,Long Beach city,"Long Beach city, California",2005,463956,8240.0,9231.0,43746,794.0
California,Los Angeles city,"Los Angeles city, California",2005,3731437,78382.0,55896.0,42667,810.0
California,Lynwood city,"Lynwood city, California",2005,69901,,1905.0,34738,714.0
California,Merced city,"Merced city, California",2005,65391,,1556.0,32791,612.0
California,Mission Viejo city,"Mission Viejo city, California",2005,90136,,225.0,90855,1355.0
California,Modesto city,"Modesto city, California",2005,202971,,3471.0,45769,737.0
California,Moreno Valley city,"Moreno Valley city, California",2005,162987,,1703.0,56111,939.0
California,Mountain View city,"Mountain View city, California",2005,69427,,633.0,75411,1202.0
California,Murrieta city,"Murrieta city, California",2005,98146,,356.0,63028,1114.0
California,Napa city,"Napa city, California",2005,73085,,533.0,57040,1060.0
California,Newport Beach city,"Newport Beach city, California",2005,82381,,459.0,97428,1556.0
California,Norwalk city,"Norwalk city, California",2005,103844,,997.0,51137,951.0
California,Oakland city,"Oakland city, California",2005,373910,6893.0,7056.0,44124,833.0
California,Oceanside city,"Oceanside city, California",2005,162259,,449.0,55382,998.0
California,Ontario city,"Ontario city, California",2005,156679,,2439.0,46344,907.0
California,Orange city,"Orange city, California",2005,137994,,988.0,69695,1107.0
California,Oxnard city,"Oxnard city, California",2005,178871,,2531.0,48952,989.0
California,Palmdale city,"Palmdale city, California",2005,145800,,3246.0,46536,845.0
California,Pasadena city,"Pasadena city, California",2005,129400,,905.0,51233,882.0
California,Pleasanton city,"Pleasanton city, California",2005,67018,,420.0,101022,1270.0
California,Pomona city,"Pomona city, California",2005,161257,,2094.0,41805,834.0
California,Rancho Cucamonga city,"Rancho Cucamonga city, California",2005,144958,,904.0,71967,1151.0
California,Redding city,"Redding city, California",2005,89362,,2431.0,42891,648.0
California,Redlands city,"Redlands city, California",2005,73548,,656.0,52111,907.0
California,Redondo Beach city,"Redondo Beach city, California",2005,61473,,157.0,85594,1268.0
California,Redwood City city,"Redwood City city, California",2005,81195,,488.0,67829,1207.0
California,Rialto city,"Rialto city, California",2005,93284,,2076.0,50446,835.0
California,Richmond city,"Richmond city, California",2005,96648,852.0,1544.0,52794,885.0
California,Riverside city,"Riverside city, California",2005,294059,4517.0,3595.0,50416,822.0
California,Roseville city,"Roseville city, California",2005,108848,,1405.0,62291,933.0
California,Sacramento city,"Sacramento city, California",2005,445287,8200.0,10796.0,44867,774.0
California,Salinas city,"Salinas city, California",2005,156950,,2814.0,50165,851.0
California,San Bernardino city,"San Bernardino city, California",2005,204552,,4197.0,33915,688.0
California,San Buenaventura (Ventura) city,"San Buenaventura (Ventura) city, California",2005,100154,,1039.0,57574,1037.0
California,San Diego city,"San Diego city, California",2005,1208331,26403.0,9907.0,55637,1040.0
California,San Francisco city,"San Francisco city, California",2005,719077,24141.0,7752.0,57496,1068.0
California,San Jose city,"San Jose city, California",2005,887330,13425.0,8731.0,70921,1093.0
California,San Leandro city,"San Leandro city, California",2005,77631,,1034.0,55235,986.0
California,San Marcos city,"San Marcos city, California",2005,77445,,663.0,67313,961.0
California,San Mateo city,"San Mateo city, California",2005,93481,,512.0,76704,1227.0
California,Santa Ana city,"Santa Ana city, California",2005,302302,1499.0,2424.0,47438,1012.0
California,Santa Barbara city,"Santa Barbara city, California",2005,90708,,892.0,61182,1190.0
California,Santa Clara city,"Santa Clara city, California",2005,102204,,679.0,71284,1113.0
California,Santa Clarita city,"Santa Clarita city, California",2005,167047,,807.0,74759,1206.0
California,Santa Maria city,"Santa Maria city, California",2005,88817,,1487.0,45200,817.0
California,Santa Monica city,"Santa Monica city, California",2005,82777,,711.0,55274,1048.0
California,Santa Rosa city,"Santa Rosa city, California",2005,146500,,1301.0,51454,934.0
California,Simi Valley city,"Simi Valley city, California",2005,116722,,544.0,78692,1179.0
California,South Gate city,"South Gate city, California",2005,103547,,1136.0,40653,749.0
California,Stockton city,"Stockton city, California",2005,278515,,7888.0,41118,711.0
California,Sunnyvale city,"Sunnyvale city, California",2005,132725,,283.0,74449,1154.0
California,Temecula city,"Temecula city, California",2005,87878,,1524.0,67903,1225.0
California,Thousand Oaks city,"Thousand Oaks city, California",2005,127895,,520.0,90503,1363.0
California,Torrance city,"Torrance city, California",2005,138618,,1125.0,66999,1122.0
California,Tracy city,"Tracy city, California",2005,82218,,599.0,70643,898.0
California,Turlock city,"Turlock city, California",2005,74883,,1180.0,48468,698.0
California,Tustin city,"Tustin city, California",2005,79811,,201.0,56631,1187.0
California,Union City city,"Union City city, California",2005,65239,,1019.0,77542,935.0
California,Upland city,"Upland city, California",2005,74420,,695.0,57194,957.0
California,Vacaville city,"Vacaville city, California",2005,81117,,684.0,66747,1035.0
California,Vallejo city,"Vallejo city, California",2005,115657,,2203.0,54706,956.0
California,Victorville city,"Victorville city, California",2005,93042,,1682.0,42374,689.0
California,Visalia city,"Visalia city, California",2005,108467,,1813.0,45023,608.0
California,Vista city,"Vista city, California",2005,83228,,681.0,49294,1043.0
California,West Covina city,"West Covina city, California",2005,116371,,1984.0,52603,1038.0
California,Westminster city,"Westminster city, California",2005,97946,,212.0,58938,1051.0
California,Whittier city,"Whittier city, California",2005,80554,,797.0,54555,843.0
Colorado,Arvada city,"Arvada city, Colorado",2005,104766,,1200.0,61353,753.0
Colorado,Aurora city,"Aurora city, Colorado",2005,291317,,3521.0,48309,640.0
Colorado,Boulder city,"Boulder city, Colorado",2005,83432,,498.0,46002,901.0
Colorado,Centennial city,"Centennial city, Colorado",2005,103482,,427.0,75313,879.0
Colorado,Colorado Springs city,"Colorado Springs city, Colorado",2005,376985,8993.0,4372.0,47854,629.0
Colorado,Denver city,"Denver city, Colorado",2005,545198,12702.0,5051.0,42370,629.0
Colorado,Fort Collins city,"Fort Collins city, Colorado",2005,122297,,357.0,44261,705.0
Colorado,Greeley city,"Greeley city, Colorado",2005,82836,,448.0,38846,553.0
Colorado,Highlands Ranch CDP,"Highlands Ranch CDP, Colorado",2005,88450,,328.0,93677,924.0
Colorado,Lakewood city,"Lakewood city, Colorado",2005,142434,,1670.0,50234,688.0
Colorado,Longmont city,"Longmont city, Colorado",2005,76181,,422.0,51420,740.0
Colorado,Pueblo city,"Pueblo city, Colorado",2005,101302,,2039.0,31261,459.0
Colorado,Thornton city,"Thornton city, Colorado",2005,102331,,495.0,63636,807.0
Colorado,Westminster city,"Westminster city, Colorado",2005,99305,,836.0,60265,786.0
Connecticut,Bridgeport city,"Bridgeport city, Connecticut",2005,132011,,1848.0,36976,706.0
Connecticut,Danbury city,"Danbury city, Connecticut",2005,72312,,480.0,55881,960.0
Connecticut,Hartford city,"Hartford city, Connecticut",2005,111103,,6600.0,26032,573.0
Connecticut,New Britain city,"New Britain city, Connecticut",2005,70193,,1918.0,39303,591.0
Connecticut,New Haven city,"New Haven city, Connecticut",2005,108412,,3476.0,30603,705.0
Connecticut,Norwalk city,"Norwalk city, Connecticut",2005,86354,,406.0,65741,1005.0
Connecticut,Stamford city,"Stamford city, Connecticut",2005,118568,,1666.0,66638,1156.0
Connecticut,Waterbury city,"Waterbury city, Connecticut",2005,104539,,1085.0,36120,613.0
Delaware,Wilmington city,"Wilmington city, Delaware",2005,62380,,1395.0,33240,634.0
District of Columbia,Washington city,"Washington city, District of Columbia",2005,515118,11110.0,11329.0,47221,768.0
Florida,Boca Raton city,"Boca Raton city, Florida",2005,74361,,215.0,55733,941.0
Florida,Boynton Beach city,"Boynton Beach city, Florida",2005,58611,,594.0,39216,830.0
Florida,Brandon CDP,"Brandon CDP, Florida",2005,89929,,441.0,51356,771.0
Florida,Cape Coral city,"Cape Coral city, Florida",2005,134388,,131.0,46933,814.0
Florida,Clearwater city,"Clearwater city, Florida",2005,108382,,751.0,40250,640.0
Florida,Coral Springs city,"Coral Springs city, Florida",2005,127654,,367.0,63197,972.0
Florida,Davie town,"Davie town, Florida",2005,88683,,229.0,55125,842.0
Florida,Deerfield Beach city,"Deerfield Beach city, Florida",2005,71599,,381.0,35968,874.0
Florida,Deltona city,"Deltona city, Florida",2005,85979,,400.0,42440,717.0
Florida,Fort Lauderdale city,"Fort Lauderdale city, Florida",2005,141307,,1053.0,44169,734.0
Florida,Gainesville city,"Gainesville city, Florida",2005,100879,,590.0,26954,568.0
Florida,Hialeah city,"Hialeah city, Florida",2005,213791,,2591.0,30271,686.0
Florida,Hollywood city,"Hollywood city, Florida",2005,138412,,772.0,41602,777.0
Florida,Jacksonville city,"Jacksonville city, Florida",2005,768537,8413.0,4563.0,44173,628.0
Florida,Kendall CDP,"Kendall CDP, Florida",2005,88442,,335.0,51095,894.0
Florida,Lakeland city,"Lakeland city, Florida",2005,89586,,542.0,35574,570.0
Florida,Largo city,"Largo city, Florida",2005,71269,,793.0,36613,629.0
Florida,Melbourne city,"Melbourne city, Florida",2005,76373,,498.0,40471,641.0
Florida,Miami Beach city,"Miami Beach city, Florida",2005,84086,,737.0,33763,764.0
Florida,Miami Gardens city,"Miami Gardens city, Florida",2005,91694,,1535.0,32893,692.0
Florida,Miami city,"Miami city, Florida",2005,361701,3321.0,4211.0,25211,621.0
Florida,Miramar city,"Miramar city, Florida",2005,115444,,792.0,57941,897.0
Florida,Orlando city,"Orlando city, Florida",2005,221299,,1964.0,36699,693.0
Florida,Palm Bay city,"Palm Bay city, Florida",2005,90102,,410.0,40748,678.0
Florida,Pembroke Pines city,"Pembroke Pines city, Florida",2005,159422,,348.0,55847,1092.0
Florida,Plantation city,"Plantation city, Florida",2005,88859,,67.0,60256,1060.0
Florida,Pompano Beach city,"Pompano Beach city, Florida",2005,94892,,710.0,40390,765.0
Florida,Port St. Lucie city,"Port St. Lucie city, Florida",2005,122554,,765.0,49296,927.0
Florida,Spring Hill CDP,"Spring Hill CDP, Florida",2005,85894,,224.0,41735,731.0
Florida,St. Petersburg city,"St. Petersburg city, Florida",2005,232960,4283.0,3094.0,37947,603.0
Florida,Sunrise city,"Sunrise city, Florida",2005,86586,,494.0,44409,885.0
Florida,Tallahassee city,"Tallahassee city, Florida",2005,141148,,623.0,35765,566.0
Florida,Tampa city,"Tampa city, Florida",2005,312855,,3311.0,38568,614.0
Florida,Town 'n' Country CDP,"Town 'n' Country CDP, Florida",2005,77622,,171.0,41998,764.0
Florida,West Palm Beach city,"West Palm Beach city, Florida",2005,86804,,1067.0,40047,757.0
Florida,Weston city,"Weston city, Florida",2005,70557,,0.0,83313,1384.0
Georgia,Albany city,"Albany city, Georgia",2005,74040,,758.0,36532,390.0
Georgia,Athens-Clarke County (balance),"Athens-Clarke County (balance), Georgia",2005,94125,,221.0,29820,529.0
Georgia,Atlanta city,"Atlanta city, Georgia",2005,394929,8813.0,6909.0,39752,638.0
Georgia,Augusta-Richmond County (balance),"Augusta-Richmond County (balance), Georgia",2005,181019,,2632.0,37231,489.0
Georgia,Columbus city,"Columbus city, Georgia",2005,175930,,5213.0,34040,475.0
Georgia,Macon city,"Macon city, Georgia",2005,89790,,1067.0,23956,359.0
Georgia,Roswell city,"Roswell city, Georgia",2005,98137,,90.0,68430,756.0
Georgia,Sandy Springs CDP,"Sandy Springs CDP, Georgia",2005,99577,,185.0,67120,755.0
Georgia,Savannah city,"Savannah city, Georgia",2005,117478,,570.0,30887,558.0
Hawaii,Honolulu CDP,"Honolulu CDP, Hawaii",2005,362252,6226.0,4388.0,50793,866.0
Idaho,Boise City city,"Boise City city, Idaho",2005,191667,,2240.0,46342,577.0
Idaho,Nampa city,"Nampa city, Idaho",2005,67112,,596.0,37804,578.0
Illinois,Arlington Heights village,"Arlington Heights village, Illinois",2005,78001,,216.0,81739,888.0
Illinois,Aurora city,"Aurora city, Illinois",2005,170490,1788.0,768.0,55950,792.0
Illinois,Bloomington city,"Bloomington city, Illinois",2005,60822,,513.0,51273,549.0
Illinois,Bolingbrook village,"Bolingbrook village, Illinois",2005,69944,,232.0,67810,832.0
Illinois,Champaign city,"Champaign city, Illinois",2005,65600,,259.0,30443,595.0
Illinois,Chicago city,"Chicago city, Illinois",2005,2701926,33520.0,46871.0,41015,683.0
Illinois,Cicero town,"Cicero town, Illinois",2005,83539,,768.0,40868,643.0
Illinois,Decatur city,"Decatur city, Illinois",2005,71437,,949.0,32233,404.0
Illinois,Elgin city,"Elgin city, Illinois",2005,93412,,392.0,51232,715.0
Illinois,Evanston city,"Evanston city, Illinois",2005,62258,,58.0,58940,865.0
Illinois,Joliet city,"Joliet city, Illinois",2005,128090,,1639.0,56175,616.0
Illinois,Naperville city,"Naperville city, Illinois",2005,147779,,566.0,93338,882.0
Illinois,Palatine village,"Palatine village, Illinois",2005,68799,,62.0,64666,836.0
Illinois,Peoria city,"Peoria city, Illinois",2005,102136,,1570.0,40276,485.0
Illinois,Rockford city,"Rockford city, Illinois",2005,139173,,1779.0,35356,487.0
Illinois,Schaumburg village,"Schaumburg village, Illinois",2005,77817,,82.0,64828,908.0
Illinois,Springfield city,"Springfield city, Illinois",2005,110262,,1076.0,43054,441.0
Illinois,Waukegan city,"Waukegan city, Illinois",2005,82355,,820.0,42249,674.0
Indiana,Bloomington city,"Bloomington city, Indiana",2005,55406,,637.0,22589,557.0
Indiana,Evansville city,"Evansville city, Indiana",2005,110708,,1923.0,34362,436.0
Indiana,Fort Wayne city,"Fort Wayne city, Indiana",2005,219346,,2567.0,38063,457.0
Indiana,Gary city,"Gary city, Indiana",2005,97057,,3678.0,25496,445.0
Indiana,Hammond city,"Hammond city, Indiana",2005,72507,,1474.0,33586,498.0
Indiana,Indianapolis city (balance),"Indianapolis city (balance), Indiana",2005,765310,9923.0,11413.0,41578,537.0
Indiana,Muncie city,"Muncie city, Indiana",2005,56843,,1374.0,28212,469.0
Indiana,South Bend city,"South Bend city, Indiana",2005,97070,,1514.0,31867,555.0
Iowa,Cedar Rapids city,"Cedar Rapids city, Iowa",2005,119670,,3817.0,47357,503.0
Iowa,Davenport city,"Davenport city, Iowa",2005,95382,,775.0,42801,486.0
Iowa,Des Moines city,"Des Moines city, Iowa",2005,196917,,3575.0,42690,536.0
Iowa,Sioux City city,"Sioux City city, Iowa",2005,78395,,951.0,39037,406.0
Iowa,Waterloo city,"Waterloo city, Iowa",2005,68971,,1542.0,32987,457.0
Kansas,Kansas City city,"Kansas City city, Kansas",2005,142341,,2631.0,33157,484.0
Kansas,Lawrence city,"Lawrence city, Kansas",2005,74951,,236.0,35989,581.0
Kansas,Olathe city,"Olathe city, Kansas",2005,107710,,297.0,66230,579.0
Kansas,Overland Park city,"Overland Park city, Kansas",2005,161901,,670.0,64804,702.0
Kansas,Topeka city,"Topeka city, Kansas",2005,117326,,2326.0,35726,461.0
Kansas,Wichita city,"Wichita city, Kansas",2005,354582,5810.0,5358.0,40115,457.0
Kentucky,Lexington-Fayette,"Lexington-Fayette, Kentucky",2005,255389,,1089.0,42442,516.0
Kentucky,Louisville/Jefferson County (balance),"Louisville/Jefferson County (balance), Kentucky",2005,547839,5171.0,5474.0,38664,485.0
Louisiana,Baton Rouge city,"Baton Rouge city, Louisiana",2005,205442,,1288.0,31049,479.0
Louisiana,Kenner city,"Kenner city, Louisiana",2005,72874,,578.0,41958,588.0
Louisiana,Lafayette city,"Lafayette city, Louisiana",2005,108175,,596.0,39158,472.0
Louisiana,Lake Charles city,"Lake Charles city, Louisiana",2005,68294,,1127.0,29741,402.0
Louisiana,Metairie CDP,"Metairie CDP, Louisiana",2005,132944,,1609.0,43044,576.0
Louisiana,New Orleans city,"New Orleans city, Louisiana",2005,437186,6451.0,5007.0,30711,464.0
Louisiana,Shreveport city,"Shreveport city, Louisiana",2005,192531,,1311.0,32027,428.0
Maryland,Baltimore city,"Baltimore city, Maryland",2005,608481,6233.0,14933.0,32456,538.0
Maryland,Columbia CDP,"Columbia CDP, Maryland",2005,93637,,544.0,80720,990.0
Maryland,Silver Spring CDP,"Silver Spring CDP, Maryland",2005,73624,,58.0,59490,1053.0
Massachusetts,Boston city,"Boston city, Massachusetts",2005,520702,7361.0,8931.0,42562,994.0
Massachusetts,Brockton city,"Brockton city, Massachusetts",2005,91938,,1605.0,47250,722.0
Massachusetts,Cambridge city,"Cambridge city, Massachusetts",2005,81260,,709.0,59746,1206.0
Massachusetts,Fall River city,"Fall River city, Massachusetts",2005,97612,,2404.0,37204,531.0
Massachusetts,Lawrence city,"Lawrence city, Massachusetts",2005,82191,,1718.0,31604,760.0
Massachusetts,Lowell city,"Lowell city, Massachusetts",2005,96876,,1937.0,41272,724.0
Massachusetts,Lynn city,"Lynn city, Massachusetts",2005,83419,,1342.0,35454,811.0
Massachusetts,New Bedford city,"New Bedford city, Massachusetts",2005,84898,,2634.0,31845,520.0
Massachusetts,Newton city,"Newton city, Massachusetts",2005,82383,3776.0,381.0,91746,1175.0
Massachusetts,Quincy city,"Quincy city, Massachusetts",2005,84080,,561.0,59526,938.0
Massachusetts,Somerville city,"Somerville city, Massachusetts",2005,74869,,957.0,57118,1137.0
Massachusetts,Springfield city,"Springfield city, Massachusetts",2005,146948,,5807.0,29922,512.0
Massachusetts,Worcester city,"Worcester city, Massachusetts",2005,154398,,1946.0,37797,689.0
Michigan,Ann Arbor city,"Ann Arbor city, Michigan",2005,98743,,536.0,45798,820.0
Michigan,Canton CDP,"Canton CDP, Michigan",2005,90501,,379.0,79535,704.0
Michigan,Clinton CDP,"Clinton CDP, Michigan",2005,98968,,886.0,47993,599.0
Michigan,Dearborn city,"Dearborn city, Michigan",2005,94511,,631.0,45251,716.0
Michigan,Detroit city,"Detroit city, Michigan",2005,836056,7051.0,27246.0,28069,505.0
Michigan,Farmington Hills city,"Farmington Hills city, Michigan",2005,78803,,418.0,70133,793.0
Michigan,Flint city,"Flint city, Michigan",2005,111948,,5077.0,25972,426.0
Michigan,Grand Rapids city,"Grand Rapids city, Michigan",2005,193568,1837.0,4089.0,38229,566.0
Michigan,Kalamazoo city,"Kalamazoo city, Michigan",2005,61550,,1305.0,31152,557.0
Michigan,Lansing city,"Lansing city, Michigan",2005,119675,,1951.0,34367,549.0
Michigan,Livonia city,"Livonia city, Michigan",2005,103497,,197.0,66512,690.0
Michigan,Pontiac city,"Pontiac city, Michigan",2005,59472,,1781.0,27802,583.0
Michigan,Rochester Hills city,"Rochester Hills city, Michigan",2005,70126,,368.0,80937,744.0
Michigan,Shelby CDP,"Shelby CDP, Michigan",2005,69837,,188.0,64940,651.0
Michigan,Southfield city,"Southfield city, Michigan",2005,75053,,1031.0,49427,809.0
Michigan,Sterling Heights city,"Sterling Heights city, Michigan",2005,123368,,664.0,60010,629.0
Michigan,Troy city,"Troy city, Michigan",2005,83958,,407.0,81111,833.0
Michigan,Warren city,"Warren city, Michigan",2005,134901,,1176.0,44855,605.0
Michigan,Waterford CDP,"Waterford CDP, Michigan",2005,72444,,172.0,50758,639.0
Michigan,Westland city,"Westland city, Michigan",2005,80284,,762.0,46004,650.0
Michigan,Wyoming city,"Wyoming city, Michigan",2005,68960,,1176.0,42729,565.0
Minnesota,Bloomington city,"Bloomington city, Minnesota",2005,80055,,974.0,54438,743.0
Minnesota,Brooklyn Park city,"Brooklyn Park city, Minnesota",2005,66408,,1144.0,55460,701.0
Minnesota,Duluth city,"Duluth city, Minnesota",2005,76918,,1757.0,37083,546.0
Minnesota,Minneapolis city,"Minneapolis city, Minnesota",2005,350260,5550.0,9265.0,41829,653.0
Minnesota,Plymouth city,"Plymouth city, Minnesota",2005,68978,,431.0,74397,886.0
Minnesota,Rochester city,"Rochester city, Minnesota",2005,88338,,1171.0,54000,606.0
Minnesota,St. Cloud city,"St. Cloud city, Minnesota",2005,59624,,670.0,39293,584.0
Minnesota,St. Paul city,"St. Paul city, Minnesota",2005,261559,6169.0,7578.0,44103,681.0
Mississippi,Gulfport city,"Gulfport city, Mississippi",2005,66388,,1516.0,34055,513.0
Mississippi,Jackson city,"Jackson city, Mississippi",2005,163928,,1586.0,31177,488.0
Missouri,Columbia city,"Columbia city, Missouri",2005,82103,,574.0,37051,525.0
Missouri,Independence city,"Independence city, Missouri",2005,111842,,852.0,41398,508.0
Missouri,Kansas City city,"Kansas City city, Missouri",2005,440885,7663.0,6502.0,41069,528.0
Missouri,Lee's Summit city,"Lee's Summit city, Missouri",2005,86357,,731.0,70900,707.0
Missouri,O'Fallon city,"O'Fallon city, Missouri",2005,67875,,118.0,75796,650.0
Missouri,Springfield city,"Springfield city, Missouri",2005,139600,,1424.0,29433,449.0
Missouri,St. Joseph city,"St. Joseph city, Missouri",2005,68971,,1353.0,33127,405.0
Missouri,St. Louis city,"St. Louis city, Missouri",2005,333730,,5045.0,30874,438.0
Montana,Billings city,"Billings city, Montana",2005,92844,,874.0,38711,482.0
Nebraska,Lincoln city,"Lincoln city, Nebraska",2005,226062,3328.0,3933.0,45790,522.0
Nebraska,Omaha city,"Omaha city, Nebraska",2005,373215,6213.0,6006.0,40484,525.0
Nevada,Henderson city,"Henderson city, Nevada",2005,223776,,907.0,61483,876.0
Nevada,Las Vegas city,"Las Vegas city, Nevada",2005,538653,8044.0,3254.0,47863,765.0
Nevada,North Las Vegas city,"North Las Vegas city, Nevada",2005,165061,,1034.0,53183,769.0
Nevada,Paradise CDP,"Paradise CDP, Nevada",2005,211509,1236.0,2870.0,41916,719.0
Nevada,Reno city,"Reno city, Nevada",2005,204478,4970.0,2604.0,42214,695.0
Nevada,Sparks city,"Sparks city, Nevada",2005,76405,,86.0,51413,790.0
Nevada,Spring Valley CDP,"Spring Valley CDP, Nevada",2005,140723,,1040.0,50742,858.0
Nevada,Sunrise Manor CDP,"Sunrise Manor CDP, Nevada",2005,195609,,1211.0,41064,726.0
New Hampshire,Manchester city,"Manchester city, New Hampshire",2005,109308,,1919.0,50404,809.0
New Hampshire,Nashua city,"Nashua city, New Hampshire",2005,84632,,720.0,57056,901.0
New Jersey,Camden city,"Camden city, New Jersey",2005,73305,,3557.0,18007,441.0
