State,Place,Name,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent
California,Vacaville city,"Vacaville city, California",2014,95863,,708.0,70847,1253.0
California,Vallejo city,"Vallejo city, California",2014,120210,2727.0,2408.0,57623,1071.0
California,Victorville city,"Victorville city, California",2014,121911,,3718.0,43589,964.0
California,Visalia city,"Visalia city, California",2014,129280,1848.0,3019.0,49556,758.0
California,Vista city,"Vista city, California",2014,98086,1738.0,1233.0,52486,1240.0
California,Walnut Creek city,"Walnut Creek city, California",2014,67664,,512.0,76311,1591.0
California,West Covina city,"West Covina city, California",2014,108445,1459.0,876.0,66333,1268.0
California,Westminster city,"Westminster city, California",2014,92062,1451.0,946.0,54622,1248.0
California,Whittier city,"Whittier city, California",2014,87348,2062.0,893.0,65489,1147.0
California,Yorba Linda city,"Yorba Linda city, California",2014,67824,,264.0,117368,1573.0
California,Yuba City city,"Yuba City city, California",2014,65775,,399.0,53335,846.0
Colorado,Arvada city,"Arvada city, Colorado",2014,113775,,571.0,72031,968.0
Colorado,Aurora city,"Aurora city, Colorado",2014,353381,5942.0,2958.0,54702,909.0
Colorado,Boulder city,"Boulder city, Colorado",2014,105101,6453.0,385.0,62797,1157.0
Colorado,Centennial city,"Centennial city, Colorado",2014,107193,4896.0,223.0,91354,1163.0
Colorado,Colorado Springs city,"Colorado Springs city, Colorado",2014,445820,10645.0,5615.0,53915,794.0
Colorado,Denver city,"Denver city, Colorado",2014,663862,21675.0,7257.0,54941,907.0
Colorado,Fort Collins city,"Fort Collins city, Colorado",2014,156473,4466.0,1277.0,53181,984.0
Colorado,Greeley city,"Greeley city, Colorado",2014,98593,1002.0,984.0,48873,770.0
Colorado,Highlands Ranch CDP,"Highlands Ranch CDP, Colorado",2014,100192,6485.0,161.0,112929,1581.0
Colorado,Lakewood city,"Lakewood city, Colorado",2014,149650,5139.0,1518.0,54063,913.0
Colorado,Longmont city,"Longmont city, Colorado",2014,90189,,492.0,60640,939.0
Colorado,Loveland city,"Loveland city, Colorado",2014,72647,,525.0,51504,838.0
Colorado,Pueblo city,"Pueblo city, Colorado",2014,108439,,2106.0,34653,570.0
Colorado,Thornton city,"Thornton city, Colorado",2014,130309,,715.0,67169,1072.0
Colorado,Westminster city,"Westminster city, Colorado",2014,112099,,1033.0,66752,1022.0
Connecticut,Bridgeport city,"Bridgeport city, Connecticut",2014,147608,2591.0,2394.0,41846,905.0
Connecticut,Danbury city,"Danbury city, Connecticut",2014,83795,1596.0,576.0,69394,1078.0
Connecticut,Hartford city,"Hartford city, Connecticut",2014,124721,1282.0,8191.0,28826,738.0
Connecticut,New Britain city,"New Britain city, Connecticut",2014,72889,,1582.0,40082,711.0
Connecticut,New Haven city,"New Haven city, Connecticut",2014,130285,2491.0,2034.0,37534,930.0
Connecticut,Norwalk city,"Norwalk city, Connecticut",2014,88144,2389.0,608.0,75285,1171.0
Connecticut,Stamford city,"Stamford city, Connecticut",2014,128283,3493.0,417.0,88686,1557.0
Connecticut,Waterbury city,"Waterbury city, Connecticut",2014,109311,,2604.0,37246,740.0
Delaware,Wilmington city,"Wilmington city, Delaware",2014,71808,,964.0,40998,742.0
District of Columbia,Washington city,"Washington city, District of Columbia",2014,658893,17012.0,10131.0,71648,1267.0
Florida,Alafaya CDP,"Alafaya CDP, Florida",2014,84594.0,,573.0,58199,1105.0
Florida,Boca Raton city,"Boca Raton city, Florida",2014,91321.0,,182.0,77437,1332.0
Florida,Boynton Beach city,"Boynton Beach city, Florida",2014,73121.0,,770.0,44529,1118.0
Florida,Brandon CDP,"Brandon CDP, Florida",2014,105125.0,,1136.0,55686,955.0
Florida,Cape Coral city,"Cape Coral city, Florida",2014,169855.0,,932.0,50931,850.0
Florida,Clearwater city,"Clearwater city, Florida",2014,110709.0,2976.0,871.0,44617,810.0
Florida,Coral Springs city,"Coral Springs city, Florida",2014,127963.0,,234.0,74321,1165.0
Florida,Davie town,"Davie town, Florida",2014,98905.0,,378.0,57465,1092.0
Florida,Deerfield Beach city,"Deerfield Beach city, Florida",2014,78898.0,,389.0,36493,1066.0
Florida,Delray Beach city,"Delray Beach city, Florida",2014,65054.0,,265.0,48174,1051.0
Florida,Deltona city,"Deltona city, Florida",2014,86907.0,,1171.0,37703,865.0
Florida,Fort Lauderdale city,"Fort Lauderdale city, Florida",2014,176018.0,5250.0,1832.0,46829,924.0
Florida,Fort Myers city,"Fort Myers city, Florida",2014,70916.0,,318.0,41563,672.0
Florida,Gainesville city,"Gainesville city, Florida",2014,128474.0,1938.0,321.0,33312,674.0
Florida,Hialeah city,"Hialeah city, Florida",2014,235566.0,9409.0,1718.0,29165,897.0
Florida,Hollywood city,"Hollywood city, Florida",2014,148040.0,3818.0,2135.0,45268,974.0
Florida,Homestead city,"Homestead city, Florida",2014,65514.0,,528.0,36646,952.0
Florida,Jacksonville city,"Jacksonville city, Florida",2014,853376.0,17246.0,9606.0,44591,765.0
Florida,Kendall CDP,"Kendall CDP, Florida",2014,79143.0,,298.0,60679,1196.0
Florida,Kissimmee city,"Kissimmee city, Florida",2014,66729.0,,326.0,35246,792.0
Florida,Lakeland city,"Lakeland city, Florida",2014,102335.0,,921.0,38195,724.0
Florida,Largo city,"Largo city, Florida",2014,79028.0,,1118.0,37363,746.0
Florida,Lauderhill city,"Lauderhill city, Florida",2014,70636.0,,293.0,40810,875.0
Florida,Lehigh Acres CDP,"Lehigh Acres CDP, Florida",2014,111416.0,,660.0,41190,718.0
Florida,Melbourne city,"Melbourne city, Florida",2014,78486.0,,1006.0,41816,733.0
Florida,Miami Beach city,"Miami Beach city, Florida",2014,91721.0,4142.0,480.0,47756,1059.0
Florida,Miami Gardens city,"Miami Gardens city, Florida",2014,112270.0,,1033.0,38150,909.0
Florida,Miami city,"Miami city, Florida",2014,430341.0,7820.0,3027.0,31917,874.0
Florida,Miramar city,"Miramar city, Florida",2014,134991.0,,1209.0,67921,1227.0
Florida,Orlando city,"Orlando city, Florida",2014,262396.0,6909.0,2867.0,41081,844.0
Florida,Palm Bay city,"Palm Bay city, Florida",2014,105845.0,,1140.0,43043,825.0
Florida,Palm Coast city,"Palm Coast city, Florida",2014,82388.0,,844.0,51003,861.0
Florida,Pembroke Pines city,"Pembroke Pines city, Florida",2014,164625.0,,606.0,61495,1293.0
Florida,Pine Hills CDP,"Pine Hills CDP, Florida",2014,76021.0,,756.0,36219,749.0
Florida,Plantation city,"Plantation city, Florida",2014,91454.0,,382.0,65152,1275.0
Florida,Pompano Beach city,"Pompano Beach city, Florida",2014,106115.0,1758.0,477.0,42061,931.0
Florida,Port St. Lucie city,"Port St. Lucie city, Florida",2014,174093.0,,1018.0,47129,986.0
Florida,Riverview CDP,"Riverview CDP, Florida",2014,81226.0,,591.0,54502,975.0
Florida,Spring Hill CDP,"Spring Hill CDP, Florida",2014,98950.0,,1071.0,41777,755.0
Florida,St. Petersburg city,"St. Petersburg city, Florida",2014,253682.0,5480.0,2390.0,46048,798.0
Florida,Sunrise city,"Sunrise city, Florida",2014,91256.0,,473.0,51190,1194.0
Florida,Tallahassee city,"Tallahassee city, Florida",2014,188106.0,2543.0,1236.0,38085,746.0
Florida,Tampa city,"Tampa city, Florida",2014,358684.0,10340.0,7930.0,45709,819.0
Florida,The Villages CDP,"The Villages CDP, Florida",2014,,,0.0,53261,1368.0
Florida,Town 'n' Country CDP,"Town 'n' Country CDP, Florida",2014,87874.0,,2828.0,52253,887.0
Florida,West Palm Beach city,"West Palm Beach city, Florida",2014,104017.0,,676.0,41792,936.0
Florida,Weston city,"Weston city, Florida",2014,69091.0,,321.0,84993,1751.0
Georgia,Albany city,"Albany city, Georgia",2014,73016,,659.0,29613,477.0
Georgia,Athens-Clarke County unified government (balance),"Athens-Clarke County unified government (balance), Georgia",2014,119841,1580.0,712.0,29912,651.0
Georgia,Atlanta city,"Atlanta city, Georgia",2014,456012,15150.0,4500.0,46777,789.0
Georgia,Augusta-Richmond County consolidated government (balance),"Augusta-Richmond County consolidated government (balance), Georgia",2014,197465,,1555.0,35830,584.0
Georgia,Columbus city,"Columbus city, Georgia",2014,200887,3031.0,1102.0,42176,634.0
Georgia,Johns Creek city,"Johns Creek city, Georgia",2014,83108,,249.0,99930,1205.0
Georgia,Macon-Bibb County,"Macon-Bibb County, Georgia",2014,153633,1753.0,894.0,35427,561.0
Georgia,Roswell city,"Roswell city, Georgia",2014,94073,,126.0,80125,893.0
Georgia,Sandy Springs city,"Sandy Springs city, Georgia",2014,101914,,230.0,64049,893.0
Georgia,Savannah city,"Savannah city, Georgia",2014,144355,1932.0,408.0,38168,688.0
Georgia,Warner Robins city,"Warner Robins city, Georgia",2014,73060,,446.0,44023,651.0
Hawaii,Urban Honolulu CDP,"Urban Honolulu CDP, Hawaii",2014,350403,5576.0,4551.0,61827,1229.0
Idaho,Boise City city,"Boise City city, Idaho",2014,216280,4091.0,2448.0,51750,718.0
Idaho,Meridian city,"Meridian city, Idaho",2014,87739,,893.0,59080,788.0
Idaho,Nampa city,"Nampa city, Idaho",2014,88208,,1042.0,41297,656.0
Illinois,Arlington Heights village,"Arlington Heights village, Illinois",2014,74445,,522.0,78988,1174.0
Illinois,Aurora city,"Aurora city, Illinois",2014,200708,4252.0,1121.0,68304,939.0
Illinois,Bloomington city,"Bloomington city, Illinois",2014,78743,626.0,1087.0,59614,643.0
Illinois,Bolingbrook village,"Bolingbrook village, Illinois",2014,73414,,203.0,73333,1151.0
Illinois,Champaign city,"Champaign city, Illinois",2014,84520,2601.0,424.0,46817,733.0
Illinois,Chicago city,"Chicago city, Illinois",2014,2722407,55005.0,34107.0,48734,848.0
Illinois,Cicero town,"Cicero town, Illinois",2014,84359,313.0,1076.0,42135,728.0
Illinois,Decatur city,"Decatur city, Illinois",2014,73081,,713.0,40071,475.0
Illinois,Elgin city,"Elgin city, Illinois",2014,116548,1643.0,663.0,60810,883.0
Illinois,Evanston city,"Evanston city, Illinois",2014,75657,3152.0,527.0,73671,1170.0
Illinois,Joliet city,"Joliet city, Illinois",2014,146578,1863.0,961.0,60894,793.0
Illinois,Naperville city,"Naperville city, Illinois",2014,145396,6567.0,444.0,104419,1215.0
Illinois,Palatine village,"Palatine village, Illinois",2014,69357,,162.0,70328,981.0
Illinois,Peoria city,"Peoria city, Illinois",2014,117288,1069.0,2019.0,49840,593.0
Illinois,Rockford city,"Rockford city, Illinois",2014,148996,2811.0,2114.0,37172,591.0
Illinois,Schaumburg village,"Schaumburg village, Illinois",2014,75287,,307.0,71946,1204.0
Illinois,Skokie village,"Skokie village, Illinois",2014,65128,1616.0,569.0,76867,974.0
Illinois,Springfield city,"Springfield city, Illinois",2014,116649,1630.0,1568.0,48896,568.0
Illinois,Waukegan city,"Waukegan city, Illinois",2014,88998,1422.0,1443.0,46211,802.0
Indiana,Bloomington city,"Bloomington city, Indiana",2014,83423,,399.0,31341,712.0
Indiana,Carmel city,"Carmel city, Indiana",2014,87015,,136.0,109375,972.0
Indiana,Evansville city,"Evansville city, Indiana",2014,121299,,1548.0,35325,537.0
Indiana,Fishers town,"Fishers town, Indiana",2014,84967,,197.0,91262,931.0
Indiana,Fort Wayne city,"Fort Wayne city, Indiana",2014,256023,4771.0,2739.0,43257,532.0
Indiana,Gary city,"Gary city, Indiana",2014,71180,,1445.0,26367,553.0
Indiana,Hammond city,"Hammond city, Indiana",2014,78383,,936.0,43283,692.0
Indiana,Indianapolis city (balance),"Indianapolis city (balance), Indiana",2014,851353,12442.0,7214.0,42370,635.0
Indiana,Lafayette city,"Lafayette city, Indiana",2014,67012,,758.0,39655,617.0
Indiana,Muncie city,"Muncie city, Indiana",2014,70580,,525.0,32990,540.0
Indiana,South Bend city,"South Bend city, Indiana",2014,103019,1232.0,781.0,35372,544.0
Iowa,Cedar Rapids city,"Cedar Rapids city, Iowa",2014,129183,1417.0,1922.0,60845,558.0
Iowa,Davenport city,"Davenport city, Iowa",2014,102431,2428.0,1154.0,48505,625.0
Iowa,Des Moines city,"Des Moines city, Iowa",2014,209064,3367.0,3663.0,47888,675.0
Iowa,Iowa City city,"Iowa City city, Iowa",2014,73424,,471.0,43736,819.0
Iowa,Sioux City city,"Sioux City city, Iowa",2014,81392,,1095.0,42665,535.0
Iowa,Waterloo city,"Waterloo city, Iowa",2014,68365,,814.0,45516,579.0
Kansas,Kansas City city,"Kansas City city, Kansas",2014,148323,1577.0,1915.0,35724,561.0
Kansas,Lawrence city,"Lawrence city, Kansas",2014,91282,,1079.0,42989,685.0
Kansas,Olathe city,"Olathe city, Kansas",2014,133059,,516.0,77008,780.0
Kansas,Overland Park city,"Overland Park city, Kansas",2014,184524,,611.0,73441,854.0
Kansas,Topeka city,"Topeka city, Kansas",2014,127223,812.0,832.0,45291,583.0
Kansas,Wichita city,"Wichita city, Kansas",2014,388413,4484.0,3622.0,45477,548.0
Kentucky,Lexington-Fayette urban county,"Lexington-Fayette urban county, Kentucky",2014,310797,5837.0,1910.0,47968,627.0
Kentucky,Louisville/Jefferson County metro government (balance),"Louisville/Jefferson County metro government (balance), Kentucky",2014,612775,9807.0,8566.0,45503,589.0
Louisiana,Baton Rouge city,"Baton Rouge city, Louisiana",2014,228909,2846.0,746.0,38085,663.0
Louisiana,Bossier City city,"Bossier City city, Louisiana",2014,67453,,487.0,49195,741.0
Louisiana,Kenner city,"Kenner city, Louisiana",2014,67058,,506.0,52219,827.0
Louisiana,Lafayette city,"Lafayette city, Louisiana",2014,126068,,279.0,47521,666.0
Louisiana,Lake Charles city,"Lake Charles city, Louisiana",2014,74875,,860.0,35017,616.0
Louisiana,Metairie CDP,"Metairie CDP, Louisiana",2014,144239,,690.0,50749,766.0
Louisiana,New Orleans city,"New Orleans city, Louisiana",2014,384320,6968.0,3169.0,35504,749.0
Louisiana,Shreveport city,"Shreveport city, Louisiana",2014,197979,,1603.0,36968,644.0
Maryland,Baltimore city,"Baltimore city, Maryland",2014,622793,8023.0,14126.0,42665,812.0
Maryland,Bethesda CDP,"Bethesda CDP, Maryland",2014,62097,3393.0,84.0,149623,1749.0
Maryland,Columbia CDP,"Columbia CDP, Maryland",2014,97728,1951.0,584.0,99719,1454.0
Maryland,Ellicott City CDP,"Ellicott City CDP, Maryland",2014,72295,,582.0,114801,1537.0
Maryland,Frederick city,"Frederick city, Maryland",2014,68404,,663.0,69476,1147.0
Maryland,Gaithersburg city,"Gaithersburg city, Maryland",2014,66807,1664.0,835.0,79988,1434.0
Maryland,Germantown CDP,"Germantown CDP, Maryland",2014,85021,2338.0,1085.0,82527,1373.0
Maryland,Glen Burnie CDP,"Glen Burnie CDP, Maryland",2014,69906,,626.0,62440,1048.0
Maryland,Rockville city,"Rockville city, Maryland",2014,65941,1658.0,557.0,90606,1711.0
Maryland,Silver Spring CDP,"Silver Spring CDP, Maryland",2014,77726,1748.0,260.0,72412,1417.0
Maryland,Waldorf CDP,"Waldorf CDP, Maryland",2014,72048,,491.0,80069,1411.0
Massachusetts,Boston city,"Boston city, Massachusetts",2014,656051,11374.0,9385.0,56902,1201.0
Massachusetts,Brockton city,"Brockton city, Massachusetts",2014,94780,817.0,2018.0,44084,897.0
Massachusetts,Cambridge city,"Cambridge city, Massachusetts",2014,109699,4745.0,1214.0,84249,1636.0
Massachusetts,Fall River city,"Fall River city, Massachusetts",2014,88705,,1581.0,35037,600.0
Massachusetts,Framingham CDP,"Framingham CDP, Massachusetts",2014,70744,,1150.0,64213,1119.0
Massachusetts,Lawrence city,"Lawrence city, Massachusetts",2014,78192,1468.0,2165.0,38186,849.0
Massachusetts,Lowell city,"Lowell city, Massachusetts",2014,109931,2117.0,2887.0,43620,899.0
Massachusetts,Lynn city,"Lynn city, Massachusetts",2014,92137,2404.0,1948.0,52481,839.0
Massachusetts,New Bedford city,"New Bedford city, Massachusetts",2014,94855,1149.0,2493.0,39387,615.0
Massachusetts,Newton city,"Newton city, Massachusetts",2014,88298,4212.0,387.0,102796,1533.0
Massachusetts,Quincy city,"Quincy city, Massachusetts",2014,93391,441.0,926.0,68409,1208.0
Massachusetts,Somerville city,"Somerville city, Massachusetts",2014,78903,2636.0,442.0,74048,1383.0
Massachusetts,Springfield city,"Springfield city, Massachusetts",2014,153994,,4238.0,33425,722.0
Massachusetts,Worcester city,"Worcester city, Massachusetts",2014,183033,3227.0,3197.0,46449,832.0
Michigan,Ann Arbor city,"Ann Arbor city, Michigan",2014,117759,4139.0,673.0,60337,999.0
Michigan,Dearborn city,"Dearborn city, Michigan",2014,95546,,1669.0,44543,744.0
Michigan,Detroit city,"Detroit city, Michigan",2014,680281,6799.0,13745.0,25769,557.0
Michigan,Farmington Hills city,"Farmington Hills city, Michigan",2014,81440,,500.0,70757,881.0
Michigan,Flint city,"Flint city, Michigan",2014,98990,,6541.0,26179,475.0
Michigan,Grand Rapids city,"Grand Rapids city, Michigan",2014,193793,3329.0,3549.0,39056,661.0
Michigan,Kalamazoo city,"Kalamazoo city, Michigan",2014,75909,,1395.0,31734,615.0
Michigan,Lansing city,"Lansing city, Michigan",2014,113659,1345.0,2550.0,36567,626.0
Michigan,Livonia city,"Livonia city, Michigan",2014,94959,,562.0,68668,845.0
Michigan,Rochester Hills city,"Rochester Hills city, Michigan",2014,73120,,526.0,90064,1131.0
Michigan,Southfield city,"Southfield city, Michigan",2014,73001,,852.0,49010,856.0
Michigan,Sterling Heights city,"Sterling Heights city, Michigan",2014,131729,,1184.0,59011,798.0
Michigan,Troy city,"Troy city, Michigan",2014,83120,,240.0,83921,954.0
Michigan,Warren city,"Warren city, Michigan",2014,135099,,1805.0,43060,719.0
Michigan,Westland city,"Westland city, Michigan",2014,82318,,496.0,42166,658.0
Michigan,Wyoming city,"Wyoming city, Michigan",2014,74820,,938.0,47751,644.0
Minnesota,Bloomington city,"Bloomington city, Minnesota",2014,86319,,1364.0,64115,902.0
Minnesota,Brooklyn Park city,"Brooklyn Park city, Minnesota",2014,78741,,2465.0,60179,809.0
Minnesota,Duluth city,"Duluth city, Minnesota",2014,86242,,1875.0,42616,708.0
Minnesota,Eagan city,"Eagan city, Minnesota",2014,66087,,661.0,78884,953.0
Minnesota,Maple Grove city,"Maple Grove city, Minnesota",2014,66949,,633.0,89339,1229.0
Minnesota,Minneapolis city,"Minneapolis city, Minnesota",2014,407181,10613.0,13419.0,50791,813.0
Minnesota,Plymouth city,"Plymouth city, Minnesota",2014,75065,,453.0,81377,1066.0
Minnesota,Rochester city,"Rochester city, Minnesota",2014,111398,1699.0,1407.0,64726,779.0
Minnesota,St. Cloud city,"St. Cloud city, Minnesota",2014,64221,,1607.0,46638,620.0
Minnesota,St. Paul city,"St. Paul city, Minnesota",2014,297644,9168.0,9300.0,48855,747.0
Minnesota,Woodbury city,"Woodbury city, Minnesota",2014,66799,,108.0,94155,1266.0
Mississippi,Gulfport city,"Gulfport city, Mississippi",2014,71747,,753.0,30737,605.0
Mississippi,Jackson city,"Jackson city, Mississippi",2014,171146,,3805.0,34039,578.0
Missouri,Columbia city,"Columbia city, Missouri",2014,116892,3502.0,222.0,46624,670.0
Missouri,Independence city,"Independence city, Missouri",2014,117503,,1400.0,44769,581.0
Missouri,Kansas City city,"Kansas City city, Missouri",2014,470816,11423.0,5491.0,44173,633.0
Missouri,Lee's Summit city,"Lee's Summit city, Missouri",2014,94627,,349.0,78187,790.0
Missouri,O'Fallon city,"O'Fallon city, Missouri",2014,83999,,190.0,80472,843.0
Missouri,Springfield city,"Springfield city, Missouri",2014,165399,2637.0,1831.0,32030,554.0
Missouri,St. Charles city,"St. Charles city, Missouri",2014,68087,,456.0,57809,745.0
Missouri,St. Joseph city,"St. Joseph city, Missouri",2014,76529,,1055.0,44607,515.0
Missouri,St. Louis city,"St. Louis city, Missouri",2014,317419,4932.0,4609.0,35959,568.0
Montana,Billings city,"Billings city, Montana",2014,108870,1814.0,972.0,50202,676.0
Montana,Missoula city,"Missoula city, Montana",2014,69824,2097.0,562.0,40255,680.0
Nebraska,Lincoln city,"Lincoln city, Nebraska",2014,273002,4176.0,4925.0,50241,637.0
Nebraska,Omaha city,"Omaha city, Nebraska",2014,446618,5401.0,3378.0,48410,673.0
Nevada,Enterprise CDP,"Enterprise CDP, Nevada",2014,126438,2723.0,683.0,64134,1088.0
Nevada,Henderson city,"Henderson city, Nevada",2014,277458,5092.0,1701.0,62592,942.0
Nevada,Las Vegas city,"Las Vegas city, Nevada",2014,613590,8122.0,7130.0,50291,807.0
Nevada,North Las Vegas city,"North Las Vegas city, Nevada",2014,230793,2756.0,4135.0,51992,882.0
Nevada,Paradise CDP,"Paradise CDP, Nevada",2014,237477,2539.0,3046.0,44740,744.0
Nevada,Reno city,"Reno city, Nevada",2014,236995,4095.0,3088.0,45663,748.0
Nevada,Sparks city,"Sparks city, Nevada",2014,94704,,448.0,55607,801.0
Nevada,Spring Valley CDP,"Spring Valley CDP, Nevada",2014,192113,2774.0,1223.0,49605,883.0
Nevada,Sunrise Manor CDP,"Sunrise Manor CDP, Nevada",2014,189229,1351.0,3260.0,36920,697.0
New Hampshire,Manchester city,"Manchester city, New Hampshire",2014,110451,,1961.0,53082,889.0
New Hampshire,Nashua city,"Nashua city, New Hampshire",2014,87258,,628.0,70521,1050.0
New Jersey,Bayonne city,"Bayonne city, New Jersey",2014,65984,1161.0,513.0,51839,1020.0
New Jersey,Camden city,"Camden city, New Jersey",2014,77317,,1366.0,28918,705.0
New Jersey,Clifton city,"Clifton city, New Jersey",2014,85920,1839.0,227.0,67191,1165.0
New Jersey,East Orange city,"East Orange city, New Jersey",2014,65095,379.0,1572.0,36523,902.0
New Jersey,Elizabeth city,"Elizabeth city, New Jersey",2014,128695,1187.0,1526.0,43660,945.0
New Jersey,Jersey City city,"Jersey City city, New Jersey",2014,262146,3804.0,4168.0,60497,1073.0
New Jersey,Newark city,"Newark city, New Jersey",2014,280577,2067.0,10718.0,35947,859.0
New Jersey,Passaic city,"Passaic city, New Jersey",2014,71517,949.0,1160.0,30043,1005.0
New Jersey,Paterson city,"Paterson city, New Jersey",2014,146746,1105.0,3140.0,35689,966.0
New Jersey,Toms River CDP,"Toms River CDP, New Jersey",2014,89490,,485.0,72236,1327.0
New Jersey,Trenton city,"Trenton city, New Jersey",2014,84047,,1768.0,31859,825.0
New Jersey,Union City city,"Union City city, New Jersey",2014,68673,1443.0,597.0,37314,1001.0
New Mexico,Albuquerque city,"Albuquerque city, New Mexico",2014,557172,9308.0,4336.0,46433,704.0
New Mexico,Las Cruces city,"Las Cruces city, New Mexico",2014,101405,,284.0,41442,659.0
New Mexico,Rio Rancho city,"Rio Rancho city, New Mexico",2014,93011,,548.0,60246,834.0
New Mexico,Santa Fe city,"Santa Fe city, New Mexico",2014,70291,2073.0,446.0,49380,872.0
New York,Albany city,"Albany city, New York",2014,98566,1242.0,1501.0,44268,775.0
New York,Brentwood CDP,"Brentwood CDP, New York",2014,68580,,462.0,65032,1165.0
New York,Buffalo city,"Buffalo city, New York",2014,258699,3784.0,6522.0,31919,544.0
New York,Cheektowaga CDP,"Cheektowaga CDP, New York",2014,73556,,950.0,46449,660.0
New York,Mount Vernon city,"Mount Vernon city, New York",2014,68455,588.0,661.0,47414,1136.0
New York,New Rochelle city,"New Rochelle city, New York",2014,79630,1989.0,627.0,72353,1292.0
New York,New York city,"New York city, New York",2014,8491079,151786.0,136574.0,52996,1160.0
New York,Rochester city,"Rochester city, New York",2014,209974,1423.0,10720.0,29527,652.0
New York,Schenectady city,"Schenectady city, New York",2014,65930,,2253.0,42555,667.0
New York,Syracuse city,"Syracuse city, New York",2014,144263,1879.0,5385.0,31270,619.0
New York,Yonkers city,"Yonkers city, New York",2014,200665,1980.0,2963.0,58154,1126.0
North Carolina,Asheville city,"Asheville city, North Carolina",2014,87884,,847.0,45659,795.0
North Carolina,Cary town,"Cary town, North Carolina",2014,155724,,732.0,92000,884.0
North Carolina,Charlotte city,"Charlotte city, North Carolina",2014,809974,21459.0,4693.0,55178,803.0
North Carolina,Concord city,"Concord city, North Carolina",2014,85571,,517.0,51916,628.0
North Carolina,Durham city,"Durham city, North Carolina",2014,251872,4916.0,1645.0,48731,758.0
North Carolina,Fayetteville city,"Fayetteville city, North Carolina",2014,203939,2703.0,1004.0,41455,692.0
North Carolina,Gastonia city,"Gastonia city, North Carolina",2014,73696,,483.0,36672,557.0
North Carolina,Greensboro city,"Greensboro city, North Carolina",2014,282558,5814.0,2467.0,41181,643.0
North Carolina,Greenville city,"Greenville city, North Carolina",2014,89850,,509.0,35396,568.0
North Carolina,High Point city,"High Point city, North Carolina",2014,107957,,722.0,41524,607.0
North Carolina,Jacksonville city,"Jacksonville city, North Carolina",2014,69031,,487.0,38020,744.0
North Carolina,Raleigh city,"Raleigh city, North Carolina",2014,439884,14608.0,2432.0,53475,801.0
North Carolina,Wilmington city,"Wilmington city, North Carolina",2014,113676,5093.0,443.0,43659,709.0
North Carolina,Winston-Salem city,"Winston-Salem city, North Carolina",2014,239273,4305.0,1350.0,40869,584.0
North Dakota,Bismarck city,"Bismarck city, North Dakota",2014,67666,,844.0,60752,713.0
North Dakota,Fargo city,"Fargo city, North Dakota",2014,116572,,2841.0,45929,650.0
Ohio,Akron city,"Akron city, Ohio",2014,197846,1632.0,6560.0,34781,566.0
Ohio,Canton city,"Canton city, Ohio",2014,72274,,4493.0,29497,478.0
Ohio,Cincinnati city,"Cincinnati city, Ohio",2014,298162,5124.0,8288.0,32688,538.0
Ohio,Cleveland city,"Cleveland city, Ohio",2014,389524,4049.0,9218.0,24701,522.0
Ohio,Columbus city,"Columbus city, Ohio",2014,836293,13542.0,12642.0,46481,681.0
Ohio,Dayton city,"Dayton city, Ohio",2014,140995,1155.0,3200.0,26131,479.0
Ohio,Lorain city,"Lorain city, Ohio",2014,63774,,1239.0,36266,543.0
Ohio,Parma city,"Parma city, Ohio",2014,80023,,642.0,49011,668.0
Ohio,Toledo city,"Toledo city, Ohio",2014,281014,2209.0,4734.0,33196,507.0
Ohio,Youngstown city,"Youngstown city, Ohio",2014,65051,,1882.0,22321,458.0
Oklahoma,Broken Arrow city,"Broken Arrow city, Oklahoma",2014,106226,,719.0,71348,808.0
Oklahoma,Edmond city,"Edmond city, Oklahoma",2014,88594,,318.0,71982,819.0
Oklahoma,Lawton city,"Lawton city, Oklahoma",2014,97017,,1304.0,41648,601.0
Oklahoma,Norman city,"Norman city, Oklahoma",2014,118046,,1250.0,52240,637.0
Oklahoma,Oklahoma City city,"Oklahoma City city, Oklahoma",2014,620553,12105.0,8060.0,49119,608.0
Oklahoma,Tulsa city,"Tulsa city, Oklahoma",2014,399274,7492.0,4166.0,42803,600.0
Oregon,Beaverton city,"Beaverton city, Oregon",2014,95113,2457.0,1555.0,58546,970.0
Oregon,Bend city,"Bend city, Oregon",2014,84075,,444.0,56419,868.0
Oregon,Eugene city,"Eugene city, Oregon",2014,160552,4750.0,1820.0,45030,812.0
Oregon,Gresham city,"Gresham city, Oregon",2014,109877,2687.0,2706.0,47531,815.0
Oregon,Hillsboro city,"Hillsboro city, Oregon",2014,99374,1793.0,1287.0,68969,977.0
Oregon,Medford city,"Medford city, Oregon",2014,78560,,1907.0,43487,730.0
Oregon,Portland city,"Portland city, Oregon",2014,619445,24681.0,10014.0,54624,888.0
Oregon,Salem city,"Salem city, Oregon",2014,161648,3783.0,3416.0,49055,676.0
Pennsylvania,Allentown city,"Allentown city, Pennsylvania",2014,119105,2032.0,2115.0,39549,709.0
Pennsylvania,Bethlehem city,"Bethlehem city, Pennsylvania",2014,78759,,3714.0,50091,808.0
Pennsylvania,Erie city,"Erie city, Pennsylvania",2014,99466,1611.0,2186.0,32722,511.0
Pennsylvania,Philadelphia city,"Philadelphia city, Pennsylvania",2014,1560297,18491.0,46005.0,39043,760.0
